customer_id,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segment
JS-60303,869,1,19,1,1,1,111,At Risk
JW-152201,12,19,7827,4,4,4,444,Champions
JW-152202,14,21,6622,4,4,4,444,Champions
JW-152203,16,7,933,4,2,2,422,Potential
JW-152204,42,14,7722,3,3,4,334,Potential
JW-159551,81,15,4628,3,4,4,344,Loyal Customers
JW-159552,124,22,4086,2,4,4,244,Loyal Customers
JW-159553,132,8,683,2,2,1,221,Potential
JW-159554,5,11,1245,4,3,2,432,Potential
JW-160751,1,21,7352,4,4,4,444,Champions
JW-160752,116,17,8113,2,4,4,244,Loyal Customers
JW-160753,260,8,2959,2,2,3,223,Potential
JW-160754,461,7,1428,1,2,2,122,At Risk
JW-52201,186,10,6173,2,2,4,224,Potential
JW-52202,100,4,1011,3,1,2,312,Potential
JW-59551,926,2,249,1,1,1,111,At Risk
JW-59552,106,2,58,3,1,1,311,Potential
JW-60751,630,6,644,1,1,1,111,At Risk
JW-60752,266,2,102,2,1,1,211,Potential
KA-165251,29,31,5763,4,4,4,444,Champions
KA-165252,16,16,7125,4,4,4,444,Champions
KA-165253,41,17,3039,4,4,3,443,Loyal Customers
KA-165254,36,11,1520,4,3,2,432,Potential
KA-65251,291,4,407,1,1,1,111,At Risk
KA-65252,93,7,1022,3,2,2,322,Potential
KB-162401,96,9,2930,3,2,3,323,Potential
KB-162402,33,10,1158,4,2,2,422,Potential
KB-162403,5,9,2661,4,2,3,423,Potential
KB-162404,4,10,3152,4,2,3,423,Potential
KB-163151,2,15,5181,4,4,4,444,Champions
KB-163152,68,13,3956,3,3,4,334,Potential
KB-163153,932,16,3834,1,4,4,144,Loyal Customers
KB-163154,296,22,1568,1,4,2,142,Loyal Customers
KB-164051,19,23,6075,4,4,4,444,Champions
KB-164052,95,14,5858,3,3,4,334,Potential
KB-164053,41,17,946,4,4,2,442,Loyal Customers
KB-164054,117,9,909,2,2,2,222,Potential
KB-165851,252,20,8274,2,4,4,244,Loyal Customers
KB-165852,93,9,4440,3,2,4,324,Potential
KB-165853,540,12,926,1,3,2,132,At Risk
KB-165854,230,23,2745,2,4,3,243,Loyal Customers
KB-166001,86,16,5897,3,4,4,344,Loyal Customers
KB-166002,86,5,598,3,1,1,311,Potential
KB-166003,1,12,2818,4,3,3,433,Potential
KB-166004,1,9,984,4,2,2,422,Potential
KB-62401,317,6,868,1,1,2,112,At Risk
KB-62402,201,11,1077,2,3,2,232,Potential
KB-63151,391,11,1109,1,3,2,132,At Risk
KB-63152,22,16,1846,4,4,2,442,Loyal Customers
KB-64051,387,5,239,1,1,1,111,At Risk
KB-65851,371,2,217,1,1,1,111,At Risk
KB-66001,9,7,608,4,2,1,421,Potential
KB-66002,855,1,29,1,1,1,111,At Risk
KB-66003,63,6,531,3,1,1,311,Potential
KC-162551,61,15,3037,3,4,3,343,Loyal Customers
KC-162552,44,5,1439,3,1,2,312,Potential
KC-162553,61,15,2725,3,4,3,343,Loyal Customers
KC-162554,407,10,2122,1,2,3,123,At Risk
KC-165401,42,11,6689,3,3,4,334,Potential
KC-165402,41,9,1721,4,2,2,422,Potential
KC-165403,53,21,6577,3,4,4,344,Loyal Customers
KC-165404,97,5,3908,3,1,4,314,Potential
KC-166751,2,9,1752,4,2,2,422,Potential
KC-166752,99,19,7362,3,4,4,344,Loyal Customers
KC-166753,299,14,3272,1,3,3,133,At Risk
KC-166754,57,7,1145,3,2,2,322,Potential
KC-62551,539,4,698,1,1,1,111,At Risk
KC-62552,57,14,395,3,3,1,331,Potential
KC-65401,37,4,175,4,1,1,411,Potential
KC-65402,33,5,331,4,1,1,411,Potential
KC-66751,720,1,19,1,1,1,111,At Risk
KC-66752,19,3,373,4,1,1,411,Potential
KD-162701,36,17,7873,4,4,4,444,Champions
KD-162702,106,13,3562,3,3,3,333,Potential
KD-162703,39,16,3488,4,4,3,443,Loyal Customers
KD-162704,484,16,8282,1,4,4,144,Loyal Customers
KD-163451,209,14,5411,2,3,4,234,Potential
KD-163452,131,7,3658,2,2,3,223,Potential
KD-163453,1392,1,201,1,1,1,111,At Risk
KD-163454,41,10,1889,4,2,2,422,Potential
KD-164951,46,20,9576,3,4,4,344,Loyal Customers
KD-164952,55,15,5900,3,4,4,344,Loyal Customers
KD-164953,238,5,1336,2,1,2,212,Potential
KD-164954,112,28,8184,2,4,4,244,Loyal Customers
KD-166151,443,5,1042,1,1,2,112,At Risk
KD-166152,125,12,6685,2,3,4,234,Potential
KD-166153,75,23,2376,3,4,3,343,Loyal Customers
KD-166154,289,13,2245,1,3,3,133,At Risk
KD-62701,811,2,813,1,1,2,112,At Risk
KD-63451,57,5,364,3,1,1,311,Potential
KD-63452,75,2,173,3,1,1,311,Potential
KD-64951,398,6,938,1,1,2,112,At Risk
KD-64952,712,4,517,1,1,1,111,At Risk
KD-66151,186,3,205,2,1,1,211,Potential
KE-164201,149,19,3589,2,4,3,243,Loyal Customers
KE-164202,426,14,1983,1,3,3,133,At Risk
KE-164203,116,13,5671,2,3,4,234,Potential
KE-164204,26,15,1686,4,4,2,442,Loyal Customers
KE-64201,251,4,573,2,1,1,211,Potential
KE-64202,1280,2,51,1,1,1,111,At Risk
KF-162851,48,9,2166,3,2,3,323,Potential
KF-162852,37,7,1326,4,2,2,422,Potential
KF-162853,478,6,1070,1,1,2,112,At Risk
KF-162854,97,18,10606,3,4,4,344,Loyal Customers
KF-62851,775,5,291,1,1,1,111,At Risk
KF-62852,32,17,2808,4,4,3,443,Loyal Customers
KH-163301,16,20,9625,4,4,4,444,Champions
KH-163302,436,6,1544,1,1,2,112,At Risk
KH-163303,425,3,563,1,1,1,111,At Risk
KH-163304,40,18,3313,4,4,3,443,Loyal Customers
KH-163601,50,22,4062,3,4,4,344,Loyal Customers
KH-163602,174,7,864,2,2,2,222,Potential
KH-163603,5,21,1958,4,4,3,443,Loyal Customers
KH-163604,1,14,3102,4,3,3,433,Potential
KH-165101,144,21,6705,2,4,4,244,Loyal Customers
KH-165102,36,11,1409,4,3,2,432,Potential
KH-165103,225,10,1277,2,2,2,222,Potential
KH-165104,22,23,5954,4,4,4,444,Champions
KH-166301,43,5,274,3,1,1,311,Potential
KH-166302,8,12,1434,4,3,2,432,Potential
KH-166303,27,11,1597,4,3,2,432,Potential
KH-166304,58,17,3920,3,4,4,344,Loyal Customers
KH-166901,133,23,4562,2,4,4,244,Loyal Customers
KH-166902,102,27,4761,3,4,4,344,Loyal Customers
KH-166903,35,11,2844,4,3,3,433,Potential
KH-166904,2,15,5991,4,4,4,444,Champions
KH-63301,102,13,1311,3,3,2,332,Potential
KH-63302,19,14,2058,4,3,3,433,Potential
KH-63601,118,6,1616,2,1,2,212,Potential
KH-63602,100,5,608,3,1,1,311,Potential
KH-65101,15,12,1473,4,3,2,432,Potential
KH-65102,501,2,72,1,1,1,111,At Risk
KH-66301,937,1,340,1,1,1,111,At Risk
KH-66302,326,11,1456,1,3,2,132,At Risk
KH-66901,238,5,405,2,1,1,211,Potential
KH-66902,1271,1,52,1,1,1,111,At Risk
KH-66903,268,6,1241,2,1,2,212,Potential
KL-165551,15,8,1796,4,2,2,422,Potential
KL-165552,121,15,2771,2,4,3,243,Loyal Customers
KL-165553,85,17,2480,3,4,3,343,Loyal Customers
KL-165554,16,22,5019,4,4,4,444,Champions
KL-166451,167,17,3364,2,4,3,243,Loyal Customers
KL-166452,128,16,4556,2,4,4,244,Loyal Customers
KL-166453,126,5,457,2,1,1,211,Potential
KL-166454,47,29,14175,3,4,4,344,Loyal Customers
KL-65551,205,15,1401,2,4,2,242,Loyal Customers
KL-65552,175,9,781,2,2,2,222,Potential
KL-66451,0,11,1340,4,3,2,432,Potential
KL-66452,146,4,235,2,1,1,211,Potential
KM-162251,0,16,5006,4,4,4,444,Champions
KM-162252,162,2,203,2,1,1,211,Potential
KM-162253,229,3,282,2,1,1,211,Potential
KM-162254,14,19,2261,4,4,3,443,Loyal Customers
KM-163751,27,11,2191,4,3,3,433,Potential
KM-163752,110,19,6772,2,4,4,244,Loyal Customers
KM-163753,2,20,1813,4,4,2,442,Loyal Customers
KM-163754,56,20,5622,3,4,4,344,Loyal Customers
KM-166601,48,29,6362,3,4,4,344,Loyal Customers
KM-166602,113,11,3059,2,3,3,233,Potential
KM-166603,322,7,909,1,2,2,122,At Risk
KM-166604,15,9,454,4,2,1,421,Potential
KM-167201,114,10,5084,2,2,4,224,Potential
KM-167202,342,11,2368,1,3,3,133,At Risk
KM-167203,107,13,1678,3,3,2,332,Potential
KM-167204,28,28,4910,4,4,4,444,Champions
KM-62251,371,1,7,1,1,1,111,At Risk
KM-62252,490,2,884,1,1,2,112,At Risk
KM-63751,324,5,1355,1,1,2,112,At Risk
KM-63752,565,1,197,1,1,1,111,At Risk
KM-63753,321,5,572,1,1,1,111,At Risk
KM-66601,30,2,19,4,1,1,411,Potential
KM-66602,83,3,170,3,1,1,311,Potential
KM-67201,349,7,2928,1,2,3,123,At Risk
KN-163901,208,14,6633,2,3,4,234,Potential
KN-163902,149,9,7376,2,2,4,224,Potential
KN-163903,62,15,2724,3,4,3,343,Loyal Customers
KN-163904,19,17,2618,4,4,3,443,Loyal Customers
KN-164501,37,22,8187,4,4,4,444,Champions
KN-164502,100,9,1685,3,2,2,322,Potential
KN-164503,386,15,4252,1,4,4,144,Loyal Customers
KN-164504,52,8,2171,3,2,3,323,Potential
KN-167051,386,7,2614,1,2,3,123,At Risk
KN-167052,1112,5,548,1,1,1,111,At Risk
KN-167053,663,8,441,1,2,1,121,At Risk
KN-167054,98,15,2280,3,4,3,343,Loyal Customers
KN-63901,755,1,117,1,1,1,111,At Risk
KN-63902,273,3,201,1,1,1,111,At Risk
KN-64501,93,7,1221,3,2,2,322,Potential
KN-64502,120,5,548,2,1,1,211,Potential
KN-67051,1290,2,318,1,1,1,111,At Risk
KN-67052,123,9,4514,2,2,4,224,Potential
KS-163001,440,8,1979,1,2,3,123,At Risk
KS-163002,35,15,2051,4,4,3,443,Loyal Customers
KS-163003,306,12,984,1,3,2,132,At Risk
KS-163004,295,4,89,1,1,1,111,At Risk
KS-63001,471,3,113,1,1,1,111,At Risk
KS-63002,106,1,109,3,1,1,311,Potential
KT-164651,97,20,4421,3,4,4,344,Loyal Customers
KT-164652,43,7,796,3,2,2,322,Potential
KT-164653,68,28,7450,3,4,4,344,Loyal Customers
KT-164654,391,14,3058,1,3,3,133,At Risk
KT-164801,27,9,1271,4,2,2,422,Potential
KT-164802,134,5,159,2,1,1,211,Potential
KT-164803,545,4,170,1,1,1,111,At Risk
KT-164804,100,13,4642,3,3,4,334,Potential
KT-64651,1134,4,939,1,1,2,112,At Risk
KT-64652,105,2,48,3,1,1,311,Potential
KT-64653,184,7,545,2,2,1,221,Potential
KT-64801,147,11,1720,2,3,2,232,Potential
KT-64802,84,3,400,3,1,1,311,Potential
KW-164351,26,5,1409,4,1,2,412,Potential
KW-164352,268,19,7658,2,4,4,244,Loyal Customers
KW-164353,82,13,1835,3,3,2,332,Potential
KW-164354,96,10,4418,3,2,4,324,Potential
KW-165701,22,18,5505,4,4,4,444,Champions
KW-165702,124,12,1717,2,3,2,232,Potential
KW-165703,111,23,1585,2,4,2,242,Loyal Customers
KW-165704,771,5,449,1,1,1,111,At Risk
KW-64351,147,11,427,2,3,1,231,Potential
KW-65701,48,5,549,3,1,1,311,Potential
KW-65702,239,8,2028,2,2,3,223,Potential
LA-167801,127,15,8091,2,4,4,244,Loyal Customers
LA-167802,13,21,6678,4,4,4,444,Champions
LA-167803,83,4,832,3,1,2,312,Potential
LA-167804,154,26,8674,2,4,4,244,Loyal Customers
LA-67801,78,6,559,3,1,1,311,Potential
LA-67802,1,14,3030,4,3,3,433,Potential
LB-167351,572,10,2161,1,2,3,123,At Risk
LB-167352,9,10,1780,4,2,2,422,Potential
LB-167353,43,29,8694,3,4,4,344,Loyal Customers
LB-167354,48,3,50,3,1,1,311,Potential
LB-167951,223,15,8487,2,4,4,244,Loyal Customers
LB-167952,39,13,8613,4,3,4,434,Potential
LB-167953,47,21,2504,3,4,3,343,Loyal Customers
LB-167954,152,24,4986,2,4,4,244,Loyal Customers
LB-67351,137,3,743,2,1,2,212,Potential
LB-67352,919,1,114,1,1,1,111,At Risk
LB-67353,155,7,1041,2,2,2,222,Potential
LB-67951,103,6,247,3,1,1,311,Potential
LB-67952,56,9,1550,3,2,2,322,Potential
LC-168701,214,9,4570,2,2,4,224,Potential
LC-168702,494,9,1392,1,2,2,122,At Risk
LC-168703,105,7,1317,3,2,2,322,Potential
LC-168704,27,30,2579,4,4,3,443,Loyal Customers
LC-168851,140,13,4867,2,3,4,234,Potential
LC-168852,289,7,1506,1,2,2,122,At Risk
LC-168853,40,8,3025,4,2,3,423,Potential
LC-168854,16,23,7662,4,4,4,444,Champions
LC-169301,105,10,2629,3,2,3,323,Potential
LC-169302,49,20,2689,3,4,3,343,Loyal Customers
LC-169303,53,6,1848,3,1,2,312,Potential
LC-169304,41,14,4492,4,3,4,434,Potential
LC-169601,79,10,4611,3,2,4,324,Potential
LC-169602,61,11,3477,3,3,3,333,Potential
LC-169603,2,7,478,4,2,1,421,Potential
LC-169604,436,7,3247,1,2,3,123,At Risk
LC-170501,107,8,1780,3,2,2,322,Potential
LC-170502,4,10,4298,4,2,4,424,Potential
LC-170503,107,16,4760,3,4,4,344,Loyal Customers
LC-170504,54,9,2096,3,2,3,323,Potential
LC-171401,13,6,2287,4,1,3,413,Potential
LC-171402,46,19,6100,3,4,4,344,Loyal Customers
LC-171403,44,16,2106,3,4,3,343,Loyal Customers
LC-171404,13,19,2633,4,4,3,443,Loyal Customers
LC-68701,104,4,294,3,1,1,311,Potential
LC-68702,23,7,926,4,2,2,422,Potential
LC-68851,209,16,1711,2,4,2,242,Loyal Customers
LC-68852,768,1,95,1,1,1,111,At Risk
LC-68853,651,1,23,1,1,1,111,At Risk
LC-69301,71,13,3984,3,3,4,334,Potential
LC-69302,291,4,1096,1,1,2,112,At Risk
LC-69601,412,10,1905,1,2,3,123,At Risk
LC-69602,191,5,583,2,1,1,211,Potential
LC-70501,7,11,1909,4,3,3,433,Potential
LC-70502,6,4,5284,4,1,4,414,Potential
LC-71401,263,2,1309,2,1,2,212,Potential
LC-71402,1156,3,922,1,1,2,112,At Risk
LC-71403,16,6,725,4,1,1,411,Potential
LD-168551,363,13,1475,1,3,2,132,At Risk
LD-168552,104,19,8109,3,4,4,344,Loyal Customers
LD-168553,42,25,3770,3,4,4,344,Loyal Customers
LD-168554,552,1,5,1,1,1,111,At Risk
LD-170051,84,20,5389,3,4,4,344,Loyal Customers
LD-170052,119,11,1956,2,3,3,233,Potential
LD-170053,49,11,2154,3,3,3,333,Potential
LD-170054,414,7,1963,1,2,3,123,At Risk
LD-68551,80,8,1703,3,2,2,322,Potential
LD-68552,154,5,1119,2,1,2,212,Potential
LD-70051,1210,1,61,1,1,1,111,At Risk
LD-70052,43,1,19,3,1,1,311,Potential
LD-70053,485,7,282,1,2,1,121,At Risk
LE-168101,14,15,2499,4,4,3,443,Loyal Customers
LE-168102,81,24,5938,3,4,4,344,Loyal Customers
LE-168103,294,4,521,1,1,1,111,At Risk
LE-168104,21,9,1469,4,2,2,422,Potential
LE-68101,63,9,1050,3,2,2,322,Potential
LF-171851,49,18,3870,3,4,4,344,Loyal Customers
LF-171852,33,19,4989,4,4,4,444,Champions
LF-171853,475,2,76,1,1,1,111,At Risk
LF-171854,22,16,3931,4,4,4,444,Champions
LF-71851,784,2,351,1,1,1,111,At Risk
LF-71852,177,4,205,2,1,1,211,Potential
LH-167501,47,7,646,3,2,1,321,Potential
LH-167502,443,5,842,1,1,2,112,At Risk
LH-167503,12,29,6172,4,4,4,444,Champions
LH-167504,151,3,288,2,1,1,211,Potential
LH-169001,174,18,5730,2,4,4,244,Loyal Customers
LH-169002,138,5,689,2,1,1,211,Potential
LH-169003,176,14,3384,2,3,3,233,Potential
LH-169004,21,15,2298,4,4,3,443,Loyal Customers
LH-170201,198,6,2632,2,1,3,213,Potential
LH-170202,209,5,1361,2,1,2,212,Potential
LH-170203,41,20,3880,4,4,4,444,Champions
LH-170204,239,6,318,2,1,1,211,Potential
LH-171551,75,25,5667,3,4,4,344,Loyal Customers
LH-171552,572,14,6577,1,3,4,134,At Risk
LH-171553,734,2,78,1,1,1,111,At Risk
LH-171554,385,19,1740,1,4,2,142,Loyal Customers
LH-67501,757,2,312,1,1,1,111,At Risk
LH-67502,125,4,433,2,1,1,211,Potential
LH-69001,306,2,815,1,1,2,112,At Risk
LH-69002,1328,1,25,1,1,1,111,At Risk
LH-70201,58,5,969,3,1,2,312,Potential
LH-70202,1045,1,4,1,1,1,111,At Risk
LH-71551,249,1,137,2,1,1,211,Potential
LH-71552,849,1,152,1,1,1,111,At Risk
LH-71553,127,10,2937,2,2,3,223,Potential
LL-168401,117,9,2678,2,2,3,223,Potential
LL-168402,211,12,4256,2,3,4,234,Potential
LL-168403,26,10,1613,4,2,2,422,Potential
LL-168404,249,12,2740,2,3,3,233,Potential
LL-68401,35,17,3082,4,4,3,443,Loyal Customers
LL-68402,42,6,570,3,1,1,311,Potential
LM-170651,84,16,5588,3,4,4,344,Loyal Customers
LM-170652,389,9,1687,1,2,2,122,At Risk
LM-170653,190,4,628,2,1,1,211,Potential
LM-170654,391,7,1347,1,2,2,122,At Risk
LM-70651,55,8,1616,3,2,2,322,Potential
LM-70652,7,6,4665,4,1,4,414,Potential
LO-171701,46,15,4683,3,4,4,344,Loyal Customers
LO-171702,114,15,3470,2,4,3,243,Loyal Customers
LO-171703,119,15,2462,2,4,3,243,Loyal Customers
LO-171704,2,9,644,4,2,1,421,Potential
LO-71701,4,5,1349,4,1,2,412,Potential
LO-71702,98,10,933,3,2,2,322,Potential
LP-170801,75,10,2949,3,2,3,323,Potential
LP-170802,55,10,1128,3,2,2,322,Potential
LP-170803,230,12,2799,2,3,3,233,Potential
LP-170804,40,9,757,4,2,2,422,Potential
LP-170951,77,15,4733,3,4,4,344,Loyal Customers
LP-170952,362,7,1493,1,2,2,122,At Risk
LP-170953,19,25,5720,4,4,4,444,Champions
LP-170954,9,15,3654,4,4,3,443,Loyal Customers
LP-70801,243,9,1625,2,2,2,222,Potential
LP-70802,184,4,207,2,1,1,211,Potential
LP-70951,0,1,4,4,1,1,411,Potential
LP-70952,576,4,238,1,1,1,111,At Risk
LP-70953,116,4,769,2,1,2,212,Potential
LR-169151,243,11,6098,2,3,4,234,Potential
LR-169152,132,16,8429,2,4,4,244,Loyal Customers
LR-169153,149,13,2765,2,3,3,233,Potential
LR-169154,26,16,5143,4,4,4,444,Champions
LR-170351,54,14,4601,3,3,4,334,Potential
LR-170352,250,15,5989,2,4,4,244,Loyal Customers
LR-170353,45,19,3652,3,4,3,343,Loyal Customers
LR-170354,132,12,1880,2,3,2,232,Potential
LR-69151,1245,1,49,1,1,1,111,At Risk
LR-69152,684,8,419,1,2,1,121,At Risk
LR-70351,106,11,1864,3,3,2,332,Potential
LR-70352,145,7,813,2,2,2,222,Potential
LS-169451,220,11,4275,2,3,4,234,Potential
LS-169452,27,10,1979,4,2,3,423,Potential
LS-169453,82,7,1321,3,2,2,322,Potential
LS-169454,178,14,2845,2,3,3,233,Potential
LS-169751,250,6,1977,2,1,3,213,Potential
LS-169752,53,6,1123,3,1,2,312,Potential
LS-169753,63,14,2560,3,3,3,333,Potential
LS-169754,20,22,2989,4,4,3,443,Loyal Customers
LS-172001,15,18,4036,4,4,4,444,Champions
LS-172002,415,5,3216,1,1,3,113,At Risk
LS-172003,75,17,6997,3,4,4,344,Loyal Customers
LS-172004,96,14,1009,3,3,2,332,Potential
LS-172301,4,27,5888,4,4,4,444,Champions
LS-172302,210,13,2369,2,3,3,233,Potential
LS-172303,190,14,1949,2,3,3,233,Potential
LS-172304,777,6,368,1,1,1,111,At Risk
LS-172451,224,12,3639,2,3,3,233,Potential
LS-172452,333,5,893,1,1,2,112,At Risk
LS-172453,50,16,5219,3,4,4,344,Loyal Customers
LS-172454,34,12,1007,4,3,2,432,Potential
LS-69451,190,9,1321,2,2,2,222,Potential
LS-69452,609,2,194,1,1,1,111,At Risk
LS-69453,6,10,1210,4,2,2,422,Potential
LS-69751,178,5,217,2,1,1,211,Potential
LS-69752,312,4,451,1,1,1,111,At Risk
LS-69753,840,2,49,1,1,1,111,At Risk
LS-72001,383,4,341,1,1,1,111,At Risk
LS-72301,274,8,505,1,2,1,121,At Risk
LS-72302,99,11,660,3,3,1,331,Potential
LS-72451,373,7,915,1,2,2,122,At Risk
LS-72452,217,2,40,2,1,1,211,Potential
LT-167651,6,15,7225,4,4,4,444,Champions
LT-167652,138,10,4891,2,2,4,224,Potential
LT-167653,71,22,4808,3,4,4,344,Loyal Customers
LT-167654,26,3,330,4,1,1,411,Potential
LT-171101,211,17,4690,2,4,4,244,Loyal Customers
LT-171102,54,19,4197,3,4,4,344,Loyal Customers
LT-171103,285,5,1163,1,1,2,112,At Risk
LT-171104,34,14,2935,4,3,3,433,Potential
LT-67651,614,4,1279,1,1,2,112,At Risk
LT-67652,8,1,29,4,1,1,411,Potential
LT-67653,720,1,57,1,1,1,111,At Risk
LT-71101,55,16,7853,3,4,4,344,Loyal Customers
LT-71102,77,3,379,3,1,1,311,Potential
LW-168251,62,14,2026,3,3,3,333,Potential
LW-168252,22,11,5260,4,3,4,434,Potential
LW-168253,132,3,469,2,1,1,211,Potential
LW-168254,88,15,2239,3,4,3,343,Loyal Customers
LW-169901,575,8,1151,1,2,2,122,At Risk
LW-169902,131,12,4275,2,3,4,234,Potential
LW-169903,23,6,456,4,1,1,411,Potential
LW-169904,33,11,3232,4,3,3,433,Potential
LW-171251,525,1,529,1,1,1,111,At Risk
LW-171252,55,14,2329,3,3,3,333,Potential
LW-171253,41,6,1252,4,1,2,412,Potential
LW-171254,205,5,1259,2,1,2,212,Potential
LW-172151,43,14,2914,3,3,3,333,Potential
LW-172152,275,4,404,1,1,1,111,At Risk
LW-172153,243,14,1789,2,3,2,232,Potential
LW-172154,21,15,5422,4,4,4,444,Champions
LW-68251,56,9,329,3,2,1,321,Potential
LW-68252,32,11,550,4,3,1,431,Potential
LW-69901,23,5,172,4,1,1,411,Potential
LW-69902,14,16,1696,4,4,2,442,Loyal Customers
LW-71251,33,8,2012,4,2,3,423,Potential
LW-71252,202,7,664,2,2,1,221,Potential
LW-72151,132,4,896,2,1,2,212,Potential
LW-72152,312,1,277,1,1,1,111,At Risk
LW-72153,468,1,349,1,1,1,111,At Risk
MA-175601,217,11,1209,2,3,2,232,Potential
MA-175602,128,14,2823,2,3,3,233,Potential
MA-175603,103,15,2486,3,4,3,343,Loyal Customers
MA-175604,64,34,4300,3,4,4,344,Loyal Customers
MA-179951,119,14,4311,2,3,4,234,Potential
MA-179952,122,6,1634,2,1,2,212,Potential
MA-179953,42,10,1607,3,2,2,322,Potential
MA-179954,186,12,2453,2,3,3,233,Potential
MA-75601,232,2,559,2,1,1,211,Potential
MA-75602,860,6,1070,1,1,2,112,At Risk
MA-79951,355,11,1558,1,3,2,132,At Risk
MA-79952,138,1,130,2,1,1,211,Potential
MA-79953,16,5,240,4,1,1,411,Potential
MB-173051,190,5,7524,2,1,4,214,Potential
MB-173052,1,17,5086,4,4,4,444,Champions
MB-173053,105,7,2573,3,2,3,323,Potential
MB-173054,48,19,1547,3,4,2,342,Loyal Customers
MB-180851,112,7,6116,2,2,4,224,Potential
MB-180852,104,13,1735,3,3,2,332,Potential
MB-180853,83,28,5466,3,4,4,344,Loyal Customers
MB-180854,44,10,1429,3,2,2,322,Potential
MB-73051,201,5,4215,2,1,4,214,Potential
MB-73052,22,7,662,4,2,1,421,Potential
MB-80851,11,4,139,4,1,1,411,Potential
MB-80852,91,9,1566,3,2,2,322,Potential
MC-172751,44,15,2443,3,4,3,343,Loyal Customers
MC-172752,107,17,2843,3,4,3,343,Loyal Customers
MC-172753,142,14,3672,2,3,3,233,Potential
MC-172754,76,13,2727,3,3,3,333,Potential
MC-174251,23,16,4780,4,4,4,444,Champions
MC-174252,441,6,526,1,1,1,111,At Risk
MC-174253,65,29,5317,3,4,4,344,Loyal Customers
MC-174254,399,10,4433,1,2,4,124,At Risk
MC-175751,62,20,7467,3,4,4,344,Loyal Customers
MC-175752,139,10,2352,2,2,3,223,Potential
MC-175753,31,17,3154,4,4,3,443,Loyal Customers
MC-175754,27,11,1304,4,3,2,432,Potential
MC-175901,202,2,2445,2,1,3,213,Potential
MC-175902,407,10,2191,1,2,3,123,At Risk
MC-175903,70,17,3057,3,4,3,343,Loyal Customers
MC-175904,51,17,2427,3,4,3,343,Loyal Customers
MC-176051,56,8,2942,3,2,3,323,Potential
MC-176052,469,11,3719,1,3,3,133,At Risk
MC-176053,49,17,4103,3,4,4,344,Loyal Customers
MC-176054,112,18,2258,2,4,3,243,Loyal Customers
MC-176351,35,19,7576,4,4,4,444,Champions
MC-176352,320,12,2615,1,3,3,133,At Risk
MC-176353,5,29,10126,4,4,4,444,Champions
MC-176354,189,8,795,2,2,2,222,Potential
MC-178451,8,21,6969,4,4,4,444,Champions
MC-178452,15,7,1717,4,2,2,422,Potential
MC-178453,70,16,2456,3,4,3,343,Loyal Customers
MC-178454,1,14,3805,4,3,4,434,Potential
MC-181001,61,11,3397,3,3,3,333,Potential
MC-181002,123,15,3957,2,4,4,244,Loyal Customers
MC-181003,42,13,1781,3,3,2,332,Potential
MC-181004,41,19,2220,4,4,3,443,Loyal Customers
MC-181301,240,5,790,2,1,2,212,Potential
MC-181302,275,9,3277,1,2,3,123,At Risk
MC-181303,51,24,2881,3,4,3,343,Loyal Customers
MC-181304,369,11,1582,1,3,2,132,At Risk
MC-72751,235,5,1324,2,1,2,212,Potential
MC-72752,372,5,2979,1,1,3,113,At Risk
MC-74251,35,12,1381,4,3,2,432,Potential
MC-74252,109,1,111,3,1,1,311,Potential
MC-75751,9,6,761,4,1,2,412,Potential
MC-75752,43,11,2859,3,3,3,333,Potential
MC-75901,336,4,481,1,1,1,111,At Risk
MC-75902,1028,5,1073,1,1,2,112,At Risk
MC-76051,1274,1,18,1,1,1,111,At Risk
MC-76052,195,3,190,2,1,1,211,Potential
MC-76351,904,9,634,1,2,1,121,At Risk
MC-76352,664,3,59,1,1,1,111,At Risk
MC-78451,362,4,384,1,1,1,111,At Risk
MC-78452,34,3,608,4,1,1,411,Potential
MC-81001,104,4,659,3,1,1,311,Potential
MC-81301,287,4,345,1,1,1,111,At Risk
MC-81302,712,4,480,1,1,1,111,At Risk
MD-173501,98,11,2062,3,3,3,333,Potential
MD-173502,339,4,970,1,1,2,112,At Risk
MD-173503,26,28,9657,4,4,4,444,Champions
MD-173504,117,17,3766,2,4,4,244,Loyal Customers
MD-178601,155,14,9590,2,3,4,234,Potential
MD-178602,258,14,2689,2,3,3,233,Potential
MD-178603,76,11,2090,3,3,3,333,Potential
MD-178604,36,8,1203,4,2,2,422,Potential
MD-73501,236,6,732,2,1,2,212,Potential
MD-73502,467,1,26,1,1,1,111,At Risk
MD-73503,82,3,616,3,1,1,311,Potential
MD-78601,103,12,6855,3,3,4,334,Potential
ME-173201,5,13,5608,4,3,4,434,Potential
ME-173202,54,26,6977,3,4,4,344,Loyal Customers
ME-173203,13,8,1281,4,2,2,422,Potential
ME-173204,42,22,10665,3,4,4,344,Loyal Customers
ME-177251,61,22,3465,3,4,3,343,Loyal Customers
ME-177252,274,4,801,1,1,2,112,At Risk
ME-177253,165,12,1666,2,3,2,232,Potential
ME-177254,28,13,1908,4,3,3,433,Potential
ME-180101,427,7,1520,1,2,2,122,At Risk
ME-180102,42,25,5882,3,4,4,344,Loyal Customers
ME-180103,70,10,1888,3,2,2,322,Potential
ME-180104,92,6,1257,3,1,2,312,Potential
